"flight_info_id","airline","arrive_time","departure_date","departure_time","route_id"
60396,티웨이항공,"10:55","2024-01-31","07:45",0
60397,제주항공,"13:45","2024-01-31","10:40",0
60398,아시아나항공,"21:50","2024-01-31","18:45",0
60399,대한항공,"21:45","2024-01-31","18:30",0
60400,대한항공,"14:15","2024-01-31","11:10",0
60401,베트남항공,"13:55","2024-01-31","10:45",0
60402,베트남항공,"14:15","2024-01-31","11:10",0
60403,대한항공,"13:55","2024-01-31","10:45",0
60404,비엣젯항공,"01:45","2024-02-01","22:40",0
60405,티웨이항공,"22:35","2024-02-01","19:25",0
60406,티웨이항공,"23:35","2024-02-01","20:20",0
60407,진에어,"00:25","2024-02-01","21:10",0
60408,비엣젯항공,"09:20","2024-02-01","06:15",0
60409,에어서울,"23:30","2024-02-01","20:50",0
60410,이스타항공,"23:45","2024-02-01","20:55",0
60411,비엣젯항공,"10:05","2024-02-01","07:00",0
60412,티웨이항공,"10:55","2024-02-01","07:45",0
60413,제주항공,"00:30","2024-02-01","21:20",0
60414,제주항공,"14:45","2024-02-01","11:40",0
60415,아시아나항공,"21:50","2024-02-01","18:45",0
60416,대한항공,"21:45","2024-02-01","18:30",0
60417,대한항공,"14:15","2024-02-01","11:10",0
60418,베트남항공,"13:55","2024-02-01","10:45",0
60419,비엣젯항공,"01:45","2024-02-02","22:40",0
